x1,x2,txt,severe_toxic,len
-1.668517,4.0467625,"Last warning

Now I will give you a warning you peasant ukrainian peace of shit.",0,80
-6.4772,-29.135746,thanks for the warm welcome u flippin homosexual gay fruitcake,0,62
-15.551181,0.5733957,"No shit I live in Bardstown, KY.",0,32
2.3166363,-10.158856,"
Yeah.",0,7
-29.619604,3.495525,"Wendy, get lost.",0,16
13.053959,-15.059092,Where do you get off deleting that?,0,35
1.5196482,6.565766,"You obnoxious piece of shit 

Why are you homosexuals always such viscious little fascists?",0,91
-4.9911847,-26.671297,", it is because I am a very stupid and clueless gay idiot who sucks my mom's penis.",0,83
22.465137,7.161698,I can't believe Wiki is stupid enough as to make this faggot an admin.,0,70
-20.270914,-24.9985,"Also, it's well known that slavic women don't like to wash .",0,60
9.106201,4.693049,"DEAR BIGNOLE
Are you gay or do you just suck AlienTravellers dick sometimes?",0,76
26.380587,12.573483,"fuck you 

Fuck all the faggot assed, cock suckin', drug addicted, shit sniffin', retarded megalomaniacs who call themselves admins.",0,132
-6.278234,10.849648,"other diseases and
               misfortunes, who must wait as a poor servant, with money and
               property and everything I have! I wish they were in hell
               with the other Jews and whomsoever they would like to have
               with them.",0,266
6.794648,6.2418942,Get fucked you terminally dumb fuckstain.,0,41
27.19789,12.69373,"no worries 

We will use another account, and will not stop until wikipedia stops pushing the evil, sin filled gay agenda",0,121
-11.491246,4.105238,"not know to this day what
               Devil brought them into our country.",0,77
2.0132303,17.249289,"Fucking lying nigger, fes up you peice of shit211.",1,50
-12.089572,-25.755856,(well duh i mean its gay who cares about his sexuality)penis penis penis i cannot be silenced,0,93
-6.249929,-30.96004,get lost tommy u gay fucker,0,27
27.520964,10.865526,what up my nigga?,0,17
-13.522043,10.644913,Why do Jews get their own special term for discrimination against them?,0,72
14.77574,22.909723,"
While I would dearly love to have my way with her in a wild and uninhibited fashion, Jolin needs to realise SHE IS CHINESE AND THUS NOT FUCKING AFRICAN-AMERICAN.",0,165
12.68213,11.086784,"ok, if you consider yourself the master of logic that you tell everyone you are on your profile, feel free to read this in its entirety and write back.",0,151
-4.7491384,6.552776,"I feel sorry for you, small penised foreign dog! Defending absolute scum like Mao, Jiang, and Deng ensures you are a brainwashed fag lost in China's past.",0,154
6.1622376,-2.4300063,stop deleting my stuff! He's all right with it.,0,47
-6.1171446,-0.7434373,"fuck you 

i hate you why do you delete pages do you have a life are you gay if you make the page marring manz you hall be cool however at the moment you are gay",0,161
-6.819136,-20.63043,nigger paedophile nigger paedophile,1,35
-5.9006004,-24.844656,"White Trash
Fuck off you white piece of trash.",1,46
-3.1984725,-7.76948,I have a huge penis and I like to fuck icelantic girls in the ass.,0,66
14.987944,2.0904589,WARNING: THIS FAG SUPPORTS HITLER,0,33
-3.1566062,7.9164596,all chinks and gooks should be deported,0,39
23.790627,-2.7457972,"try harder dick 

this is war, you cunts are a latter day religion that will be taken out!",0,90
6.493599,-14.620888,"i kill people fool!! 

im from the ghetto homie, i was raised on bread and balonie, i hate niggers and im proud to jack off to your mom",0,135
-6.075119,23.050894,You arrogant administrator homosexual bastards fuck off,1,55
-13.694788,-0.63117826,"YAMLA,  are you stupid and a gay ass fag whos mother was a fucking whore you fuking idiotical mongolical son of a bitch you are so fucking faaaaaaagggggggggggggyyyyyyyyyyyyyy that oyuy suck as much cock as your dad who was the biggest gay ass idiot in history who ever sucked cock and oyu also stuck up a dildo up your mothers ass while she was pooing and you made your sister eat that shit!!!!",0,394
8.061436,-28.414276,"Get a sense of humor, you mentally-stuptarded piece of fecal matter.",0,68
18.503014,-9.323808,"Block me, go right the fuck ahead.",0,34
-20.690943,-8.541861,Cut the crap racist.,0,20
-14.2387705,6.372536,"hello 

go to hell.",0,19
20.76418,16.210932,"Hey asshole, I'm Creamy3.",0,25
-1.9239633,-0.5350951,"The entire article is written by americans so what do you expect, they are fucking retards, also my comments are constructive and help to point out how bias and unacurate this article has become due to americans rampant bias and censorship94.",0,242
9.341021,-5.244166,"nigger 

{{unblock|reason=Liar 98.",0,34
4.4795976,13.973761,"

 You  have no life or friends and all the other admin.",0,57
28.400658,8.5794325,"HONDASAREGOODSEZ: (FIRST:I SHOULD BE A NIGGER SWINGING FROM A TREE, AND ONLY GAY SERBS LIKE ME ENJOY MASTURBATING TO TEEN POP IN MY FORD PINTOBEANERNIGGERMEXICAN!",0,162
31.428762,5.153353,"heya 

Jayg- sounds more to me like 'jew'.",0,42
0.54258037,-9.279346,"Niggers and their liberal friends steal everything not tied down, just like the presidency here with acorn with its liberal defenders, FUCK YOU NIGGER OBAMA!!

",0,166
-22.128725,20.391296,Hey gay wad with no life.,0,25
-23.562048,0.9050985,"Lil Faggit  

You are a little bitch.",0,37
16.416458,7.8695703,"Faggot ==

Dude, you are a fucking faggot.",1,42
20.798729,-0.46349606,"I swear to GOD u republican TOOLBAG
If I ever see you in life, i'd fucking hurt you
U are totally 100% corporation, Tea Party, Anti-Gay, Anti-Abortion, Anti-Black, Anti-Hispanic, Anti-Immigrant, 
You are like a radio that spews out Rush Limbaugh 24/7.",0,251
-14.212975,13.066585,"THE ONLY PROBLEM WITH THE HOLOCAUST IS THAT SOME JEWS SURVIVED
Other than that it was awesome!!!!",0,97
-8.518876,-5.0350986,"yo 

wat u chng it for, kutcher is prick and world must knw the trooth.",0,71
-22.551954,6.2357707,YOU DIRTY FUCKIGN NIGGER.,0,25
-10.1513195,-17.165737,u motherfukkin bitch i want to rape you smelly whore stop fucking blocking my account or ill get my nigga homies to came and kidnap and rape you and your family,1,160
25.487732,-4.5208716,hey faggot.,0,11
1.1256961,10.498575,man its all about captain morgans spiced rum.,0,45
-8.877576,-2.5570974,you're so idi.,1,14
18.137835,-9.126813,"You dumb mother fucking nigger lover 

STOP DELETING MY EDITS, YOU PRICK!",1,73
-17.591024,-24.861273,i completely agree with gilabrand u guys are all anti-israeli fucker why dont you and your anti-semitic freinds fuck off so that we could show israel tyo what it really is.,0,172
21.410368,-1.7159204,"Faggots, Freaks, Drunks, and Junkies 

Jim sucks donkey balls",0,61
0.5785765,-7.108408,"

I think we should kill all the jews and homosexuals and handicaped people.",0,79
-7.7898726,4.181984,Sannse is a big fat bitch for not leaving the users alone along with Angela.,0,76
-14.829171,-6.7530746,"Hi Motherfucker Zhanzhao, are you a slant-eyed chink or a blackie indian or both?",1,81
2.533667,15.737095,User:NHRHS2010 is a homo like mitt romney is.,0,45
25.769154,-14.868872,If you guys really discuss napoleon you need to get a fuckin life.,0,66
3.7075357,-7.6134024,"White racist white girl 

What makes you think you can talk down to me?",0,71
-9.208078,-3.8343506,"IS A FASCIST BULLY CONSTANTLY ATTEMPTING TO FORCE HIS WILL ON OTHERS

FUCKING RACIST FAGGOT",1,91
8.911747,-5.1703587,"My blocks 
LOL You mudsharking nigger lovers are idiots, I'm on a Dynamic IP 76.",0,80
14.185399,-2.7735934,Yes there are problems with your English you pathetic Mexican asshole - I'm gonna continue making your life hell until I can rejoice in the pleasure of hearing your death.,1,171
11.940097,-4.074453,"Wait, you are female and black.",0,31
23.223202,9.352028,"UT)

u racist nigga u blocked me cause im black",0,47
11.364254,18.920027,"Fuck All Asyriac Nation 

Qamishli belong to Arminian and we will fuck all Asyriac people if they will said no.",1,111
20.618547,20.039276,"Proud to be WHITE! 

Hey, thanks to the Afrocentrist 'movement' (aka, liars, cheats and academic nobodies), you have just won the hatred of an entire nation of people, MY people, that is The GREEK people.",0,204
5.432919,30.865276,"Continuous Vandalism by Turkish users and shameful supprort from Wikipedia
And I will drag you to EU cours little Turkish boy on the praire- might sound funny enough but I will SHUT you down.",0,191
24.39708,13.403044,"THAT WAS REALLY MILLESECONDS WASNT IT BITCH 

FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEWFAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEWFAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEWFAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEWFAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT",0,4981
-27.050457,10.544062,"Ungrateful monkey men 

How dare they take arms against the dutch and british who spent years trying to free them from japanese tyranny, and after turning their series of islands into a civlized society.",0,203
4.2641435,18.996233,yo nigga whats ya beef?,0,23
-16.036749,20.973242,"sabu is a violent piece of crap 

dis guy is so violent.",0,56
-13.080191,-15.587065,"the RepulicanSodomite has responded!!! praise the lord of virgin homo-know-it-alls, the great JR McCarthy, who like you has to burn everybody who does not agree with him at the stakes.",0,184
25.61197,9.406894,What?,0,5
-5.4566364,-9.257367,"

Ok, let me say it again
Come on, now you guys are just being piece of shit jews.",0,83
15.735941,8.303745,ScJessey is a Big Fat Faggot Pinko Commie Asshole,0,49
5.697409,-1.575907,American mouths are way too faster than American brain ) You Americans need to learn to listen if you truly want to get out of the mess you're in.,0,146
-2.7808857,-11.075511,SCONES ARE COOL ARD YOU ARE GAY,0,31
-4.528855,-17.81764,"OhnoitsJamie, you're a faggot.",0,30
5.654726,-27.64052,Fuck you you stupid and gay bastard who thinls you are cool.,1,60
27.334843,14.43935,GO FUCK YOURSELF BITCH.,1,23
20.73838,10.060728,"AWT comment! Meow!

Ever thought about Soviet Jews phenomenum?",0,67
30.143908,7.4261827,"

 nai caste ka veer 

fuck you all motherfuckers pakistani janjua  muslims

you pigs either lock this talk page too or unlock the talk page of my caste  

i am become death, the destroyer of pakistani muslims , note my ip and locate me and send terrorists to kill me.",0,273
2.925027,-15.389304,"

 Niggard PLEASE! 

The niggardly nigger niggerly niggered a nickel from his nigga! He was heard saying, can a nigga spare a nickel?",0,136
-7.2635994,-24.51273,NLIGGERS GOT WHAT THEY HAD COMIN THE FUCK JUNGLE BUNNIES,0,56
3.971424,1.2048718,f u c k  y o u  a s  u  a r e  a  b i t c h  a s s  n i g g e r,0,63
7.1334844,0.16716614,Hello b.,1,8
-1.0432801,25.940176,"you are gay 

   you are shit",1,29
-0.669668,-31.94094,"It's 

Go Go Jewranger
Go Go Jewranger
Harrasing Children 
Having 41 year old gay sex 
Go Go Jewranger 
Go Go Jewranger 
He's an otunka wannabe
He gets pipi hurt 
What a Jewranger
Hates ed bullshit 
Go Go Jewranger!
YOU'RE NOT ASIAN
GO.",0,236
-6.197167,-22.15723,Why is your dick so small?,0,26
-28.079323,-0.61533266,FUCK OFF YOUR PIECE OF SHIT JEW,1,31
-12.155199,-25.973896,"you know what you don't understand is, i'm not laughing at you, i'm making you realise that you have taken a wrong step, so stop it, you still have time.",0,153
9.481685,12.8967905,fuck you you cock biting jew licker.,0,36
0.8778932,-4.0842357,"Very short and very clear 

Slaves - to gas chambers.",0,53
15.775944,4.141525,hamburger radio is a fucing F@ggot,0,34
-25.108644,-12.719945,"THE TRUE IS TAIWAN IS A COUNTRY ,CHINA PIGS IS JUST PIG .",0,57
4.421171,-16.362125,This shit is fucking gay you need to get the right information dumb fucks,1,73
27.161032,-3.4592621,"Burn in hell Weasel 

Don't believe the JEWISH HOLOCAU$T LIES.",0,62
-12.059009,-27.196884,"Vandals should be waterboarded 

I hate them! They are worse than dirty Sicilians.",0,82
8.286666,-13.286312,fuck you bitch nigger slut ass fuck whore,1,41
4.8558197,21.379217,"The conclusion is obvious - when you don't like what someone says because it's true, do what the Nazis did and silence that person.",0,131
-11.18081,-19.222216,"Hello, you Indian cannibal and child molester.",0,46
-1.103982,6.828675,"You fucking piece of shit 

I'm going to hunt you down and murder you violently, you disgusting paki twat",0,105
5.7166066,-12.081137,"Diem was a gay homosexual dictator 
This fact is indisputable",0,61
23.049496,-1.967208,fuck all u weak ass niggaz,1,26
-3.507675,-15.9881525,"| decline=Niggers, jews, bad news! Also my cock is hard so it's time for rape lol 86.",1,85
13.028354,8.824207,"your a fag 

fuck you nigger",1,28
-16.965977,-12.959929,"

 RE: NAIR!!! 

Sorry Karl, I wasn't able to see your Mason article in time cuz they deleted it already b4 I got home from school today.",0,138
-4.1079407,-20.006903,"Sup, You crackheads!  Just kidding.",0,35
1.2135363,-1.7519867,"Fuck off and mind your own business, homo",0,41
25.246258,7.600112,"your mums ugly 

your gay",0,25
-9.598782,17.874998,I think you should unblock me because I was only pointing out that the Pashtun people were a bunch of AIDZ infected niggers.,1,124
-6.1330724,-15.201951,", GAY! Ha 

I thought the same thing, He might be.",0,50
1.7390304,35.574856,Viral is a faggot mother fucker in the shit of the crap stritting.,0,66
-15.445392,-5.47713,AM GOING TO RAPE YOU IN THE ASS YOU FAT BITCH IN A WHEELCHAIRI AM GOING TO RAPE YOU IN THE ASS YOU FAT BITCH IN A WHEELCHAIRI AM GOING TO RAPE YOU IN THE ASS YOU FAT BITCH IN A WHEELCHAIRI AM GOING TO RAPE YOU IN THE ASS YOU FAT BITCH IN A WHEELCHAIRI AM GOING TO RAPE YOU IN THE ASS YOU FAT BITCH IN A WHEELCHAIRI AM GOING TO RAPE YOU IN THE ASS YOU FAT BITCH IN A WHEELCHAIRI AM GOING TO RAPE YOU IN THE ASS YOU FAT BITCH IN A WHEELCHAIRI AM GOING TO RAPE YOU IN THE ASS YOU FAT BITCH IN A WHEELCHAIRI AM GOING TO RAPE YOU IN THE ASS YOU FAT BITCH IN A WHEELCHAIRI AM GOING TO RAPE YOU IN THE ASS YOU FAT BITCH IN A WHEELCHAIRI AM GOING TO RAPE YOU IN THE ASS YOU FAT BITCH IN A WHEELCHAIRI AM GOING TO RAPE YOU IN THE ASS YOU FAT BITCH IN A WHEELCHAIRI AM GOING TO RAPE YOU IN THE ASS YOU FAT BITCH IN A WHEELCHAIR,1,817
-17.917013,8.213178,"retard 

are you mentally retarded user:ugugugugugugug is my own account you absolute jibbering fool",0,100
-7.7857237,-11.080407,"fuck you honkey, why you hatin' on blacks?",1,42
-12.902228,-11.774216,You cant block me you fucking retard.,0,37
-15.723288,-9.608864,Go F yourself m fuker.,1,22
0.91369665,-9.391152,"Ha, Fagget go fuck yourself homo.",1,33
8.909944,-15.671165,"Hi 

Hi you are gay sad fucking old nerd that should get a life and do stuff like gardening,and I'm guessing you still live at home with your Mom.",1,146
-11.5549345,15.012838,More hrassment from the Jew-hater Whaledad.,0,43
-16.40556,10.030311,Everybody lock ur dicks cuz theyre gay!!!,0,41
-9.150718,6.2766767,"Phelps 
Phelps is a fucking bitch ass cock sucking homophobic victim of rape old man and if only someone would kill that bitter fucking old man",1,143
12.28341,-15.994966,"stop reverting my edit
your so fucken gay get a fucken life your fagot or go get laid or something",1,98
-8.777382,-22.83875,"You're fucking nothing you little piece of shit faggot, fucking nothing 

cum drinking piece of shit.",1,101
-2.637344,11.580574,And won't be back like that gay fucking bastard cunt ''',1,56
-9.181061,-0.24415982,and  are two homosexuals who worship the penis of Jesus and believe that he was the greatest bastard in the world.,0,114
-3.1014755,-15.764418,"Can I Eye
FUCK YOU YOU NEGRO SEE GROW  05:45, 14 Mar 2005 (UTC)",1,63
15.583305,17.275188,"Fuck You Your a Fag==

==",1,25
14.06922,-2.5319972,Christmas Is Where Family's Come Together To Celebrate Jesus's Birthday.,0,72
-7.284503,-2.065489,hes a black pieceofshit,0,23
1.5837655,31.785809,stupid prostitutes THANK YOU!,0,29
